交费期间,性别,年龄,保单年度,现金价值
1,男,0,1,915.5
1,男,0,2,947.4
1,男,0,3,980.5
1,男,0,4,1014.8
1,男,0,5,1050.3
1,男,0,6,1087.1
1,男,0,7,1103.4
1,男,0,8,1119.9
1,男,0,9,1136.8
1,男,0,10,1153.8
1,男,0,11,1171.2
1,男,0,12,1188.7
1,男,0,13,1206.6
1,男,0,14,1224.8
1,男,0,15,1243.2
1,男,0,16,1261.9
1,男,0,17,1280.9
1,男,0,18,1300.2
1,男,0,19,1319.5
1,男,0,20,1339.1
1,男,0,21,1359
1,男,0,22,1379.2
1,男,0,23,1399.7
1,男,0,24,1420.5
1,男,0,25,1441.7
1,男,0,26,1463.1
1,男,0,27,1484.9
1,男,0,28,1507
1,男,0,29,1529.5
1,男,0,30,1552.2
1,男,0,31,1575.4
1,男,0,32,1598.9
1,男,0,33,1622.8
1,男,0,34,1647
1,男,0,35,1671.7
1,男,0,36,1696.7
1,男,0,37,1722.1
1,男,0,38,1748
1,男,0,39,1774.2
1,男,0,40,1800.8
1,男,0,41,1827.8
1,男,0,42,1855.2
1,男,0,43,1883
1,男,0,44,1911.2
1,男,0,45,1939.9
1,男,0,46,1969
1,男,0,47,1998.5
1,男,0,48,2028.5
1,男,0,49,2058.9
1,男,0,50,2089.8
1,男,0,51,2121.1
1,男,0,52,2152.9
1,男,0,53,2185.2
1,男,0,54,2218
1,男,0,55,2251.3
1,男,0,56,2285
1,男,0,57,2319.3
1,男,0,58,2354.1
1,男,0,59,2389.4
1,男,0,60,2425.2
1,男,0,61,2461.6
1,男,0,62,2498.5
1,男,0,63,2536
1,男,0,64,2574
1,男,0,65,2612.6
1,男,0,66,2651.8
1,男,0,67,2691.5
1,男,0,68,2731.9
1,男,0,69,2772.9
1,男,0,70,2814.5
1,男,0,71,2856.7
1,男,0,72,2899.5
1,男,0,73,2943
1,男,0,74,2987.1
1,男,0,75,3031.9
1,男,0,76,3077.4
1,男,0,77,3123.6
1,男,0,78,3170.4
1,男,0,79,3218
1,男,0,80,3266.3
1,男,0,81,3315.3
1,男,0,82,3365
1,男,0,83,3415.5
1,男,0,84,3466.7
1,男,0,85,3518.7
1,男,0,86,3571.5
1,男,0,87,3625
1,男,0,88,3679.4
1,男,0,89,3734.6
1,男,0,90,3790.6
1,男,0,91,3847.5
1,男,0,92,3905.2
1,男,0,93,3963.8
1,男,0,94,4023.2
1,男,0,95,4083.6
1,男,0,96,4144.8
1,男,0,97,4207
1,男,0,98,4270.1
1,男,0,99,4334.2
1,男,0,100,4399.2
1,男,0,101,4465.2
1,男,0,102,4532.1
1,男,0,103,4600.1
1,男,0,104,4669.1
1,男,0,105,4739.2
1,男,1,1,915.7
1,男,1,2,947.7
1,男,1,3,980.8
1,男,1,4,1015.1
1,男,1,5,1050.6
1,男,1,6,1087.4
1,男,1,7,1103.7
1,男,1,8,1120.3
1,男,1,9,1137.1
1,男,1,10,1154.2
1,男,1,11,1171.5
1,男,1,12,1189.1
1,男,1,13,1207
1,男,1,14,1225.2
1,男,1,15,1243.6
1,男,1,16,1262.3
1,男,1,17,1281.3
1,男,1,18,1300.4
1,男,1,19,1319.7
1,男,1,20,1339.2
1,男,1,21,1359.1
1,男,1,22,1379.3
1,男,1,23,1399.8
1,男,1,24,1420.6
1,男,1,25,1441.7
1,男,1,26,1463.2
1,男,1,27,1484.9
1,男,1,28,1507
1,男,1,29,1529.5
1,男,1,30,1552.3
1,男,1,31,1575.4
1,男,1,32,1598.9
1,男,1,33,1622.8
1,男,1,34,1647
1,男,1,35,1671.7
1,男,1,36,1696.7
1,男,1,37,1722.1
1,男,1,38,1747.9
1,男,1,39,1774.2
1,男,1,40,1800.8
1,男,1,41,1827.8
1,男,1,42,1855.2
1,男,1,43,1883
1,男,1,44,1911.2
1,男,1,45,1939.9
1,男,1,46,1969
1,男,1,47,1998.5
1,男,1,48,2028.5
1,男,1,49,2058.9
1,男,1,50,2089.8
1,男,1,51,2121.1
1,男,1,52,2152.9
1,男,1,53,2185.2
1,男,1,54,2218
1,男,1,55,2251.2
1,男,1,56,2285
1,男,1,57,2319.3
1,男,1,58,2354.1
1,男,1,59,2389.4
1,男,1,60,2425.2
1,男,1,61,2461.6
1,男,1,62,2498.5
1,男,1,63,2536
1,男,1,64,2574
1,男,1,65,2612.6
1,男,1,66,2651.8
1,男,1,67,2691.5
1,男,1,68,2731.9
1,男,1,69,2772.9
1,男,1,70,2814.5
1,男,1,71,2856.7
1,男,1,72,2899.5
1,男,1,73,2943
1,男,1,74,2987.1
1,男,1,75,3031.9
1,男,1,76,3077.4
1,男,1,77,3123.6
1,男,1,78,3170.4
1,男,1,79,3218
1,男,1,80,3266.3
1,男,1,81,3315.3
1,男,1,82,3365
1,男,1,83,3415.5
1,男,1,84,3466.7
1,男,1,85,3518.7
1,男,1,86,3571.5
1,男,1,87,3625
1,男,1,88,3679.4
1,男,1,89,3734.6
1,男,1,90,3790.6
1,男,1,91,3847.5
1,男,1,92,3905.2
1,男,1,93,3963.8
1,男,1,94,4023.2
1,男,1,95,4083.6
1,男,1,96,4144.8
1,男,1,97,4207
1,男,1,98,4270.1
1,男,1,99,4334.2
1,男,1,100,4399.2
1,男,1,101,4465.2
1,男,1,102,4532.1
1,男,1,103,4600.1
1,男,1,104,4669.1
1,男,1,105,0
1,男,2,1,916
1,男,2,2,948
1,男,2,3,981.1
1,男,2,4,1015.4
1,男,2,5,1051
1,男,2,6,1087.8
1,男,2,7,1104.1
1,男,2,8,1120.6
1,男,2,9,1137.5
1,男,2,10,1154.5
1,男,2,11,1171.9
1,男,2,12,1189.5
1,男,2,13,1207.4
1,男,2,14,1225.6
1,男,2,15,1244
1,男,2,16,1262.8
1,男,2,17,1281.5
1,男,2,18,1300.5
1,男,2,19,1319.8
1,男,2,20,1339.4
1,男,2,21,1359.2
1,男,2,22,1379.4
1,男,2,23,1399.9
1,男,2,24,1420.7
1,男,2,25,1441.8
1,男,2,26,1463.2
1,男,2,27,1485
1,男,2,28,1507.1
1,男,2,29,1529.5
1,男,2,30,1552.3
1,男,2,31,1575.5
1,男,2,32,1599
1,男,2,33,1622.8
1,男,2,34,1647
1,男,2,35,1671.7
1,男,2,36,1696.7
1,男,2,37,1722.1
1,男,2,38,1747.9
1,男,2,39,1774.2
1,男,2,40,1800.8
1,男,2,41,1827.8
1,男,2,42,1855.2
1,男,2,43,1883
1,男,2,44,1911.2
1,男,2,45,1939.9
1,男,2,46,1969
1,男,2,47,1998.5
1,男,2,48,2028.5
1,男,2,49,2058.9
1,男,2,50,2089.8
1,男,2,51,2121.1
1,男,2,52,2152.9
1,男,2,53,2185.2
1,男,2,54,2218
1,男,2,55,2251.2
1,男,2,56,2285
1,男,2,57,2319.3
1,男,2,58,2354.1
1,男,2,59,2389.4
1,男,2,60,2425.2
1,男,2,61,2461.6
1,男,2,62,2498.5
1,男,2,63,2535.9
1,男,2,64,2574
1,男,2,65,2612.6
1,男,2,66,2651.8
1,男,2,67,2691.5
1,男,2,68,2731.9
1,男,2,69,2772.9
1,男,2,70,2814.5
1,男,2,71,2856.7
1,男,2,72,2899.5
1,男,2,73,2943
1,男,2,74,2987.1
1,男,2,75,3031.9
1,男,2,76,3077.4
1,男,2,77,3123.6
1,男,2,78,3170.4
1,男,2,79,3218
1,男,2,80,3266.3
1,男,2,81,3315.3
1,男,2,82,3365
1,男,2,83,3415.5
1,男,2,84,3466.7
1,男,2,85,3518.7
1,男,2,86,3571.5
1,男,2,87,3625
1,男,2,88,3679.4
1,男,2,89,3734.6
1,男,2,90,3790.6
1,男,2,91,3847.5
1,男,2,92,3905.2
1,男,2,93,3963.8
1,男,2,94,4023.2
1,男,2,95,4083.6
1,男,2,96,4144.8
1,男,2,97,4207
1,男,2,98,4270.1
1,男,2,99,4334.2
1,男,2,100,4399.2
1,男,2,101,4465.2
1,男,2,102,4532.1
1,男,2,103,4600.1
1,男,2,104,0
1,男,3,1,916.3
1,男,3,2,948.3
1,男,3,3,981.5
1,男,3,4,1015.8
1,男,3,5,1051.3
1,男,3,6,1088.1
1,男,3,7,1104.5
1,男,3,8,1121
1,男,3,9,1137.9
1,男,3,10,1155
1,男,3,11,1172.3
1,男,3,12,1189.9
1,男,3,13,1207.8
1,男,3,14,1226
1,男,3,15,1244.5
1,男,3,16,1262.9
1,男,3,17,1281.6
1,男,3,18,1300.6
1,男,3,19,1319.9
1,男,3,20,1339.5
1,男,3,21,1359.4
1,男,3,22,1379.5
1,男,3,23,1400
1,男,3,24,1420.8
1,男,3,25,1441.9
1,男,3,26,1463.3
1,男,3,27,1485.1
1,男,3,28,1507.2
1,男,3,29,1529.6
1,男,3,30,1552.4
1,男,3,31,1575.5
1,男,3,32,1599
1,男,3,33,1622.8
1,男,3,34,1647.1
1,男,3,35,1671.7
1,男,3,36,1696.7
1,男,3,37,1722.1
1,男,3,38,1747.9
1,男,3,39,1774.1
1,男,3,40,1800.8
1,男,3,41,1827.8
1,男,3,42,1855.2
1,男,3,43,1883
1,男,3,44,1911.2
1,男,3,45,1939.9
1,男,3,46,1969
1,男,3,47,1998.5
1,男,3,48,2028.5
1,男,3,49,2058.9
1,男,3,50,2089.8
1,男,3,51,2121.1
1,男,3,52,2152.9
1,男,3,53,2185.2
1,男,3,54,2218
1,男,3,55,2251.2
1,男,3,56,2285
1,男,3,57,2319.3
1,男,3,58,2354
1,男,3,59,2389.4
1,男,3,60,2425.2
1,男,3,61,2461.6
1,男,3,62,2498.5
1,男,3,63,2535.9
1,男,3,64,2574
1,男,3,65,2612.6
1,男,3,66,2651.8
1,男,3,67,2691.5
1,男,3,68,2731.9
1,男,3,69,2772.9
1,男,3,70,2814.4
1,男,3,71,2856.7
1,男,3,72,2899.5
1,男,3,73,2943
1,男,3,74,2987.1
1,男,3,75,3031.9
1,男,3,76,3077.4
1,男,3,77,3123.6
1,男,3,78,3170.4
1,男,3,79,3218
1,男,3,80,3266.3
1,男,3,81,3315.3
1,男,3,82,3365
1,男,3,83,3415.5
1,男,3,84,3466.7
1,男,3,85,3518.7
1,男,3,86,3571.5
1,男,3,87,3625
1,男,3,88,3679.4
1,男,3,89,3734.6
1,男,3,90,3790.6
1,男,3,91,3847.5
1,男,3,92,3905.2
1,男,3,93,3963.8
1,男,3,94,4023.2
1,男,3,95,4083.6
1,男,3,96,4144.8
1,男,3,97,4207
1,男,3,98,4270.1
1,男,3,99,4334.2
1,男,3,100,4399.2
1,男,3,101,4465.2
1,男,3,102,4532.1
1,男,3,103,0
1,男,4,1,916.6
1,男,4,2,948.7
1,男,4,3,981.8
1,男,4,4,1016.2
1,男,4,5,1051.7
1,男,4,6,1088.5
1,男,4,7,1104.9
1,男,4,8,1121.5
1,男,4,9,1138.3
1,男,4,10,1155.4
1,男,4,11,1172.8
1,男,4,12,1190.4
1,男,4,13,1208.3
1,男,4,14,1226.5
1,男,4,15,1244.6
1,男,4,16,1263.1
1,男,4,17,1281.8
1,男,4,18,1300.8
1,男,4,19,1320.1
1,男,4,20,1339.6
1,男,4,21,1359.5
1,男,4,22,1379.7
1,男,4,23,1400.1
1,男,4,24,1420.9
1,男,4,25,1442
1,男,4,26,1463.4
1,男,4,27,1485.2
1,男,4,28,1507.2
1,男,4,29,1529.7
1,男,4,30,1552.4
1,男,4,31,1575.5
1,男,4,32,1599
1,男,4,33,1622.8
1,男,4,34,1647.1
1,男,4,35,1671.7
1,男,4,36,1696.7
1,男,4,37,1722.1
1,男,4,38,1747.9
1,男,4,39,1774.1
1,男,4,40,1800.7
1,男,4,41,1827.8
1,男,4,42,1855.2
1,男,4,43,1883
1,男,4,44,1911.2
1,男,4,45,1939.9
1,男,4,46,1969
1,男,4,47,1998.5
1,男,4,48,2028.5
1,男,4,49,2058.9
1,男,4,50,2089.8
1,男,4,51,2121.1
1,男,4,52,2152.9
1,男,4,53,2185.2
1,男,4,54,2218
1,男,4,55,2251.2
1,男,4,56,2285
1,男,4,57,2319.3
1,男,4,58,2354
1,男,4,59,2389.3
1,男,4,60,2425.2
1,男,4,61,2461.5
1,男,4,62,2498.5
1,男,4,63,2535.9
1,男,4,64,2574
1,男,4,65,2612.6
1,男,4,66,2651.8
1,男,4,67,2691.5
1,男,4,68,2731.9
1,男,4,69,2772.9
1,男,4,70,2814.4
1,男,4,71,2856.7
1,男,4,72,2899.5
1,男,4,73,2943
1,男,4,74,2987.1
1,男,4,75,3031.9
1,男,4,76,3077.4
1,男,4,77,3123.6
1,男,4,78,3170.4
1,男,4,79,3218
1,男,4,80,3266.3
1,男,4,81,3315.3
1,男,4,82,3365
1,男,4,83,3415.5
1,男,4,84,3466.7
1,男,4,85,3518.7
1,男,4,86,3571.5
1,男,4,87,3625
1,男,4,88,3679.4
1,男,4,89,3734.6
1,男,4,90,3790.6
1,男,4,91,3847.5
1,男,4,92,3905.2
1,男,4,93,3963.8
1,男,4,94,4023.2
1,男,4,95,4083.6
1,男,4,96,4144.8
1,男,4,97,4207
1,男,4,98,4270.1
1,男,4,99,4334.2
1,男,4,100,4399.2
1,男,4,101,4465.2
1,男,4,102,0
1,男,5,1,917
1,男,5,2,949
1,男,5,3,982.2
1,男,5,4,1016.6
1,男,5,5,1052.1
1,男,5,6,1089
1,男,5,7,1105.3
1,男,5,8,1121.9
1,男,5,9,1138.7
1,男,5,10,1155.9
1,男,5,11,1173.2
1,男,5,12,1190.9
1,男,5,13,1208.8
1,男,5,14,1226.7
1,男,5,15,1244.8
1,男,5,16,1263.2
1,男,5,17,1281.9
1,男,5,18,1300.9
1,男,5,19,1320.2
1,男,5,20,1339.8
1,男,5,21,1359.6
1,男,5,22,1379.8
1,男,5,23,1400.2
1,男,5,24,1421
1,男,5,25,1442.1
1,男,5,26,1463.5
1,男,5,27,1485.2
1,男,5,28,1507.3
1,男,5,29,1529.7
1,男,5,30,1552.5
1,男,5,31,1575.6
1,男,5,32,1599
1,男,5,33,1622.8
1,男,5,34,1647.1
1,男,5,35,1671.7
1,男,5,36,1696.7
1,男,5,37,1722.1
1,男,5,38,1747.9
1,男,5,39,1774.1
1,男,5,40,1800.7
1,男,5,41,1827.7
1,男,5,42,1855.2
1,男,5,43,1883
1,男,5,44,1911.2
1,男,5,45,1939.9
1,男,5,46,1969
1,男,5,47,1998.5
1,男,5,48,2028.5
1,男,5,49,2058.9
1,男,5,50,2089.8
1,男,5,51,2121.1
1,男,5,52,2152.9
1,男,5,53,2185.2
1,男,5,54,2218
1,男,5,55,2251.2
1,男,5,56,2285
1,男,5,57,2319.3
1,男,5,58,2354
1,男,5,59,2389.3
1,男,5,60,2425.2
1,男,5,61,2461.5
1,男,5,62,2498.5
1,男,5,63,2535.9
1,男,5,64,2574
1,男,5,65,2612.6
1,男,5,66,2651.7
1,男,5,67,2691.5
1,男,5,68,2731.9
1,男,5,69,2772.8
1,男,5,70,2814.4
1,男,5,71,2856.6
1,男,5,72,2899.5
1,男,5,73,2943
1,男,5,74,2987.1
1,男,5,75,3031.9
1,男,5,76,3077.4
1,男,5,77,3123.6
1,男,5,78,3170.4
1,男,5,79,3218
1,男,5,80,3266.3
1,男,5,81,3315.3
1,男,5,82,3365
1,男,5,83,3415.5
1,男,5,84,3466.7
1,男,5,85,3518.7
1,男,5,86,3571.5
1,男,5,87,3625
1,男,5,88,3679.4
1,男,5,89,3734.6
1,男,5,90,3790.6
1,男,5,91,3847.5
1,男,5,92,3905.2
1,男,5,93,3963.8
1,男,5,94,4023.2
1,男,5,95,4083.6
1,男,5,96,4144.8
1,男,5,97,4207
1,男,5,98,4270.1
1,男,5,99,4334.2
1,男,5,100,4399.2
1,男,5,101,0
1,男,6,1,917.3
1,男,6,2,949.4
1,男,6,3,982.6
1,男,6,4,1017
1,男,6,5,1052.6
1,男,6,6,1089.4
1,男,6,7,1105.7
1,男,6,8,1122.3
1,男,6,9,1139.2
1,男,6,10,1156.3
1,男,6,11,1173.7
1,男,6,12,1191.3
1,男,6,13,1209
1,男,6,14,1226.8
1,男,6,15,1245
1,男,6,16,1263.4
1,男,6,17,1282.1
1,男,6,18,1301.1
1,男,6,19,1320.3
1,男,6,20,1339.9
1,男,6,21,1359.7
1,男,6,22,1379.9
1,男,6,23,1400.3
1,男,6,24,1421.1
1,男,6,25,1442.2
1,男,6,26,1463.6
1,男,6,27,1485.3
1,男,6,28,1507.3
1,男,6,29,1529.7
1,男,6,30,1552.5
1,男,6,31,1575.5
1,男,6,32,1599
1,男,6,33,1622.8
1,男,6,34,1647
1,男,6,35,1671.6
1,男,6,36,1696.7
1,男,6,37,1722.1
1,男,6,38,1747.9
1,男,6,39,1774.1
1,男,6,40,1800.7
1,男,6,41,1827.7
1,男,6,42,1855.2
1,男,6,43,1883
1,男,6,44,1911.2
1,男,6,45,1939.9
1,男,6,46,1969
1,男,6,47,1998.5
1,男,6,48,2028.5
1,男,6,49,2058.9
1,男,6,50,2089.8
1,男,6,51,2121.1
1,男,6,52,2152.9
1,男,6,53,2185.2
1,男,6,54,2218
1,男,6,55,2251.2
1,男,6,56,2285
1,男,6,57,2319.2
1,男,6,58,2354
1,男,6,59,2389.3
1,男,6,60,2425.2
1,男,6,61,2461.5
1,男,6,62,2498.5
1,男,6,63,2535.9
1,男,6,64,2574
1,男,6,65,2612.6
1,男,6,66,2651.7
1,男,6,67,2691.5
1,男,6,68,2731.9
1,男,6,69,2772.8
1,男,6,70,2814.4
1,男,6,71,2856.6
1,男,6,72,2899.5
1,男,6,73,2943
1,男,6,74,2987.1
1,男,6,75,3031.9
1,男,6,76,3077.4
1,男,6,77,3123.6
1,男,6,78,3170.4
1,男,6,79,3218
1,男,6,80,3266.3
1,男,6,81,3315.3
1,男,6,82,3365
1,男,6,83,3415.5
1,男,6,84,3466.7
1,男,6,85,3518.7
1,男,6,86,3571.5
1,男,6,87,3625
1,男,6,88,3679.4
1,男,6,89,3734.6
1,男,6,90,3790.6
1,男,6,91,3847.5
1,男,6,92,3905.2
1,男,6,93,3963.8
1,男,6,94,4023.2
1,男,6,95,4083.6
1,男,6,96,4144.8
1,男,6,97,4207
1,男,6,98,4270.1
1,男,6,99,4334.2
1,男,6,100,0
1,男,7,1,917.7
1,男,7,2,949.8
1,男,7,3,983
1,男,7,4,1017.4
1,男,7,5,1053
1,男,7,6,1089.8
1,男,7,7,1106.2
1,男,7,8,1122.8
1,男,7,9,1139.6
1,男,7,10,1156.8
1,男,7,11,1174.2
1,男,7,12,1191.5
1,男,7,13,1209.1
1,男,7,14,1227
1,男,7,15,1245.1
1,男,7,16,1263.5
1,男,7,17,1282.2
1,男,7,18,1301.2
1,男,7,19,1320.4
1,男,7,20,1340
1,男,7,21,1359.8
1,男,7,22,1380
1,男,7,23,1400.4
1,男,7,24,1421.1
1,男,7,25,1442.2
1,男,7,26,1463.6
1,男,7,27,1485.3
1,男,7,28,1507.3
1,男,7,29,1529.7
1,男,7,30,1552.4
1,男,7,31,1575.5
1,男,7,32,1598.9
1,男,7,33,1622.7
1,男,7,34,1646.9
1,男,7,35,1671.6
1,男,7,36,1696.7
1,男,7,37,1722.1
1,男,7,38,1747.9
1,男,7,39,1774.1
1,男,7,40,1800.7
1,男,7,41,1827.7
1,男,7,42,1855.1
1,男,7,43,1883
1,男,7,44,1911.2
1,男,7,45,1939.9
1,男,7,46,1969
1,男,7,47,1998.5
1,男,7,48,2028.5
1,男,7,49,2058.9
1,男,7,50,2089.7
1,男,7,51,2121.1
1,男,7,52,2152.9
1,男,7,53,2185.2
1,男,7,54,2218
1,男,7,55,2251.2
1,男,7,56,2285
1,男,7,57,2319.2
1,男,7,58,2354
1,男,7,59,2389.3
1,男,7,60,2425.2
1,男,7,61,2461.5
1,男,7,62,2498.4
1,男,7,63,2535.9
1,男,7,64,2573.9
1,男,7,65,2612.5
1,男,7,66,2651.7
1,男,7,67,2691.5
1,男,7,68,2731.9
1,男,7,69,2772.8
1,男,7,70,2814.4
1,男,7,71,2856.6
1,男,7,72,2899.5
1,男,7,73,2943
1,男,7,74,2987.1
1,男,7,75,3031.9
1,男,7,76,3077.4
1,男,7,77,3123.6
1,男,7,78,3170.4
1,男,7,79,3218
1,男,7,80,3266.3
1,男,7,81,3315.3
1,男,7,82,3365
1,男,7,83,3415.5
1,男,7,84,3466.7
1,男,7,85,3518.7
1,男,7,86,3571.5
1,男,7,87,3625
1,男,7,88,3679.4
1,男,7,89,3734.6
1,男,7,90,3790.6
1,男,7,91,3847.5
1,男,7,92,3905.2
1,男,7,93,3963.8
1,男,7,94,4023.2
1,男,7,95,4083.6
1,男,7,96,4144.8
1,男,7,97,4207
1,男,7,98,4270.1
1,男,7,99,0
1,男,8,1,918.1
1,男,8,2,950.2
1,男,8,3,983.4
1,男,8,4,1017.8
1,男,8,5,1053.4
1,男,8,6,1090.3
1,男,8,7,1106.6
1,男,8,8,1123.2
1,男,8,9,1140.1
1,男,8,10,1157.2
1,男,8,11,1174.3
1,男,8,12,1191.7
1,男,8,13,1209.3
1,男,8,14,1227.1
1,男,8,15,1245.2
1,男,8,16,1263.7
1,男,8,17,1282.3
1,男,8,18,1301.3
1,男,8,19,1320.5
1,男,8,20,1340.1
1,男,8,21,1359.9
1,男,8,22,1380
1,男,8,23,1400.4
1,男,8,24,1421.2
1,男,8,25,1442.2
1,男,8,26,1463.6
1,男,8,27,1485.2
1,男,8,28,1507.3
1,男,8,29,1529.6
1,男,8,30,1552.3
1,男,8,31,1575.4
1,男,8,32,1598.8
1,男,8,33,1622.6
1,男,8,34,1646.9
1,男,8,35,1671.6
1,男,8,36,1696.6
1,男,8,37,1722.1
1,男,8,38,1747.9
1,男,8,39,1774.1
1,男,8,40,1800.7
1,男,8,41,1827.7
1,男,8,42,1855.1
1,男,8,43,1883
1,男,8,44,1911.2
1,男,8,45,1939.9
1,男,8,46,1968.9
1,男,8,47,1998.5
1,男,8,48,2028.4
1,男,8,49,2058.9
1,男,8,50,2089.7
1,男,8,51,2121.1
1,男,8,52,2152.9
1,男,8,53,2185.2
1,男,8,54,2217.9
1,男,8,55,2251.2
1,男,8,56,2285
1,男,8,57,2319.2
1,男,8,58,2354
1,男,8,59,2389.3
1,男,8,60,2425.2
1,男,8,61,2461.5
1,男,8,62,2498.4
1,男,8,63,2535.9
1,男,8,64,2573.9
1,男,8,65,2612.5
1,男,8,66,2651.7
1,男,8,67,2691.5
1,男,8,68,2731.9
1,男,8,69,2772.8
1,男,8,70,2814.4
1,男,8,71,2856.6
1,男,8,72,2899.5
1,男,8,73,2943
1,男,8,74,2987.1
1,男,8,75,3031.9
1,男,8,76,3077.4
1,男,8,77,3123.6
1,男,8,78,3170.4
1,男,8,79,3218
1,男,8,80,3266.3
1,男,8,81,3315.3
1,男,8,82,3365
1,男,8,83,3415.5
1,男,8,84,3466.7
1,男,8,85,3518.7
1,男,8,86,3571.5
1,男,8,87,3625
1,男,8,88,3679.4
1,男,8,89,3734.6
1,男,8,90,3790.6
1,男,8,91,3847.5
1,男,8,92,3905.2
1,男,8,93,3963.8
1,男,8,94,4023.2
1,男,8,95,4083.6
1,男,8,96,4144.8
1,男,8,97,4207
1,男,8,98,0
1,男,9,1,918.4
1,男,9,2,950.5
1,男,9,3,983.8
1,男,9,4,1018.2
1,男,9,5,1053.8
1,男,9,6,1090.7
1,男,9,7,1107.1
1,男,9,8,1123.7
1,男,9,9,1140.6
1,男,9,10,1157.4
1,男,9,11,1174.5
1,男,9,12,1191.8
1,男,9,13,1209.4
1,男,9,14,1227.2
1,男,9,15,1245.4
1,男,9,16,1263.7
1,男,9,17,1282.4
1,男,9,18,1301.4
1,男,9,19,1320.6
1,男,9,20,1340.1
1,男,9,21,1359.9
1,男,9,22,1380
1,男,9,23,1400.4
1,男,9,24,1421.1
1,男,9,25,1442.2
1,男,9,26,1463.5
1,男,9,27,1485.2
1,男,9,28,1507.2
1,男,9,29,1529.5
1,男,9,30,1552.2
1,男,9,31,1575.2
1,男,9,32,1598.6
1,男,9,33,1622.6
1,男,9,34,1646.9
1,男,9,35,1671.6
1,男,9,36,1696.6
1,男,9,37,1722.1
1,男,9,38,1747.9
1,男,9,39,1774.1
1,男,9,40,1800.7
1,男,9,41,1827.7
1,男,9,42,1855.1
1,男,9,43,1883
1,男,9,44,1911.2
1,男,9,45,1939.9
1,男,9,46,1968.9
1,男,9,47,1998.5
1,男,9,48,2028.4
1,男,9,49,2058.9
1,男,9,50,2089.7
1,男,9,51,2121.1
1,男,9,52,2152.9
1,男,9,53,2185.2
1,男,9,54,2217.9
1,男,9,55,2251.2
1,男,9,56,2285
1,男,9,57,2319.2
1,男,9,58,2354
1,男,9,59,2389.3
1,男,9,60,2425.1
1,男,9,61,2461.5
1,男,9,62,2498.4
1,男,9,63,2535.9
1,男,9,64,2573.9
1,男,9,65,2612.5
1,男,9,66,2651.7
1,男,9,67,2691.5
1,男,9,68,2731.9
1,男,9,69,2772.8
1,男,9,70,2814.4
1,男,9,71,2856.6
1,男,9,72,2899.5
1,男,9,73,2943
1,男,9,74,2987.1
1,男,9,75,3031.9
1,男,9,76,3077.4
1,男,9,77,3123.6
1,男,9,78,3170.4
1,男,9,79,3218
1,男,9,80,3266.3
1,男,9,81,3315.3
1,男,9,82,3365
1,男,9,83,3415.5
1,男,9,84,3466.7
1,男,9,85,3518.7
1,男,9,86,3571.5
1,男,9,87,3625
1,男,9,88,3679.4
1,男,9,89,3734.6
1,男,9,90,3790.6
1,男,9,91,3847.5
1,男,9,92,3905.2
1,男,9,93,3963.8
1,男,9,94,4023.2
1,男,9,95,4083.6
1,男,9,96,4144.8
1,男,9,97,0
1,男,10,1,918.8
1,男,10,2,950.9
1,男,10,3,984.2
1,男,10,4,1018.6
1,男,10,5,1054.2
1,男,10,6,1091.1
1,男,10,7,1107.5
1,男,10,8,1124.1
1,男,10,9,1140.7
1,男,10,10,1157.5
1,男,10,11,1174.6
1,男,10,12,1191.9
1,男,10,13,1209.5
1,男,10,14,1227.3
1,男,10,15,1245.4
1,男,10,16,1263.8
1,男,10,17,1282.5
1,男,10,18,1301.4
1,男,10,19,1320.6
1,男,10,20,1340.1
1,男,10,21,1359.9
1,男,10,22,1380
1,男,10,23,1400.4
1,男,10,24,1421.1
1,男,10,25,1442.1
1,男,10,26,1463.4
1,男,10,27,1485
1,男,10,28,1507
1,男,10,29,1529.3
1,男,10,30,1552
1,男,10,31,1575
1,男,10,32,1598.6
1,男,10,33,1622.5
1,男,10,34,1646.9
1,男,10,35,1671.6
1,男,10,36,1696.6
1,男,10,37,1722.1
1,男,10,38,1747.9
1,男,10,39,1774.1
1,男,10,40,1800.7
1,男,10,41,1827.7
1,男,10,42,1855.1
1,男,10,43,1883
1,男,10,44,1911.2
1,男,10,45,1939.8
1,男,10,46,1968.9
1,男,10,47,1998.5
1,男,10,48,2028.4
1,男,10,49,2058.9
1,男,10,50,2089.7
1,男,10,51,2121.1
1,男,10,52,2152.9
1,男,10,53,2185.2
1,男,10,54,2217.9
1,男,10,55,2251.2
1,男,10,56,2285
1,男,10,57,2319.2
1,男,10,58,2354
1,男,10,59,2389.3
1,男,10,60,2425.1
1,男,10,61,2461.5
1,男,10,62,2498.4
1,男,10,63,2535.9
1,男,10,64,2573.9
1,男,10,65,2612.5
1,男,10,66,2651.7
1,男,10,67,2691.5
1,男,10,68,2731.9
1,男,10,69,2772.8
1,男,10,70,2814.4
1,男,10,71,2856.6
1,男,10,72,2899.5
1,男,10,73,2943
1,男,10,74,2987.1
1,男,10,75,3031.9
1,男,10,76,3077.4
1,男,10,77,3123.6
1,男,10,78,3170.4
1,男,10,79,3218
1,男,10,80,3266.3
1,男,10,81,3315.3
1,男,10,82,3365
1,男,10,83,3415.5
1,男,10,84,3466.7
1,男,10,85,3518.7
1,男,10,86,3571.5
1,男,10,87,3625
1,男,10,88,3679.4
1,男,10,89,3734.6
